raw_value.created_at,raw_value.id_str,raw_value.full_text,raw_value.in_reply_to_status_id_str,raw_value.quoted_status_id_str,raw_value.user_id_str,raw_value.reply_count,raw_value.retweet_count,raw_value.favorite_count,raw_value.quote_count,Tags,Tags_confidence
2021-05-07 09:16:06,1390596292015951872,揭秘 CryptoPunks 和 Meebits 的背后团队从游戏开发者到 NFT 先驱这个只有两个人的小团队通过 CryptoPunks 打开了 NFT 世界的大门后来他们又尝试了生成艺术和元宇宙,,,952756646329049200,0.0,1.0,0.0,0.0,Meebits、NFT、生成艺术、元宇宙,
2021-05-07 12:02:10,1390638082874040320,21 世纪的出埃及记 元宇宙会重构世界的维度在现实世界中我们是受到物理规则所限制的猴子在元宇宙中我们是代码即上帝的神明,,,952756646329049200,0.0,0.0,0.0,0.0,元宇宙、年轻人、孤独,
2021-05-15 16:48:02,1393609127851483136,元宇宙是在现实世界里有一个平行的虚拟世界人们能够真实体验现实世界能够感知反馈的虚拟世界,,,1248061192335003648,0.0,0.0,1.0,0.0,元宇宙、虚拟世界、现实体验、感知反馈,
2021-05-20 10:50:19,1395331043998175232,他山之石 押注元宇宙加密富豪们一掷千金抢购虚拟土地在元宇宙metaverse 蹿红科技界的同时加密世界里兴起了另一个概念非同质化代币NFT而当两者相遇区块链元宇宙成为人们追捧的焦点,,,952756646329049200,0.0,0.0,2.0,0.0,NFT、区块链元宇宙、虚拟土地、加密富豪、抢购,
2021-05-21 07:52:06,1395648583647563776,元宇宙是人类进化的培养基电子游戏加密货币与脑机接口离开怪圈进化的唯一方法是站在怪圈之外从高维俯视它,,,952756646329049200,0.0,0.0,1.0,0.0,-电子游戏、-加密货币、-脑机接口,
2021-05-24 03:40:08,1396672334870818816,NFT 社区 CryptoC Labs 完成 160 万美元融资将推出加密艺术画廊风潮链闻消息NFT 社区 CryptoC Labs 宣布完成 160 万美元种子轮融资本轮估值 1500 万美元由元宇宙资本领,,,952756646329049200,0.0,0.0,1.0,0.0,"NFT、元宇宙资本、融资、加密艺术画廊""风潮""",
2021-05-27 07:36:07,1397818887761240064,专访 OpenSea 创始人将着手改善 NFT 交易成本最喜欢元宇宙类 NFT 项目OpenSea 联合创始人 Devin Finzer 谈论了他建设 OpenSea 的历程融资技巧以及 NFT 的未来,,,952756646329049200,0.0,0.0,2.0,0.0,DevinFinzer、NFT、元宇宙、融资,
2021-06-07 03:56:07,1401749787834265600,游戏制作工具 GameCreator 获千万级 Pre-A 轮融资将构建游戏创作元宇宙链闻消息游戏制作工具 GameCreator 获千万级 Pre-A 轮融资参投方包括元宇宙资本Zonff PartnersN,,,952756646329049200,0.0,0.0,1.0,0.0,Pre-A轮融资、元宇宙资本、ZonffPartners、游戏创作元宇宙,
2021-06-09 08:01:10,1402536231720960000,未来之旅这支数百人的探险队在儿童节体验了一次元宇宙生活在未来元宇宙会成为一个真正的世界在这个世界中我们所拥有的是与物理世界截然不同的人生,,,952756646329049200,0.0,0.0,0.0,0.0,元宇宙、探险队、儿童节、未来世界、物理世界,
2021-06-11 08:42:58,1403271527974514688,元宇宙里没有快乐星球只有年轻人的孤独,,,209875859,0.0,0.0,0.0,0.0,元宇宙、维度重构、物理规则、代码,
2021-06-13 21:04:07,1404182820604448768,英伟达的新旅行者(Voyager)大楼正在作为一个试验场用来了解当元宇宙与物理世界相遇时将是什么样子,,,1248061192335003648,0.0,0.0,0.0,0.0,旅行者、元宇宙,
2021-06-14 01:04:07,1404243216585613312,英伟达 CEONFT 元宇宙即将到来以太坊挖矿处理器三个月内盈利 1.55 亿美元链闻消息英伟达 CEO Jensen Huang 在与 Venturebeat 视频游戏记者 Dean Takahashi 对话中表,,,952756646329049200,0.0,0.0,3.0,0.0,JensenHuang、Venturebeat、NFT、元宇宙、以太坊、挖矿处理器、盈利,
2021-06-14 12:20:03,1404413323018375168,比特币牛熊预测萨尔瓦多政府邀请元宇宙(Metaverse)与人工 比特币 BTC,,,1298459626690641920,0.0,0.0,1.0,0.0,萨尔瓦多政府、元宇宙,
2021-06-15 06:16:09,1404684133109010432,专访英伟达黄仁勋加密货币世界观与元宇宙梦想黄仁勋分享了对于 NFT元宇宙以太坊以及未来虚拟实境结合看法并介绍了英伟达的元宇宙基础设施 Omniverse,,,952756646329049200,0.0,4.0,7.0,0.0,黄仁勋、元宇宙、NFT、以太坊、Omniverse,
2021-06-15 10:11:14,1404743294379347968,专访兰迪扎克伯格要让更多的人触达 NFT这位 Facebook 创始人的姐姐计划为韩国流行音乐内容创建一个 NFT 平台还要研发元宇宙项目,,,952756646329049200,0.0,0.0,0.0,0.0,NFT平台、韩国流行音乐、元宇宙项目,
2021-06-15 13:26:58,1404792549399838720,建构世界的思维元宇宙的软基建叙事类世界几乎就是当下所有文艺作品的总称其和非叙事类世界的边界不在于是否虚构而是是否具有非现实可用性参考可供性affordable概念的世界核心要建构这样的叙事类世界一个实,,,767144354,0.0,1.0,0.0,0.0,元宇宙、叙事类世界、非现实可用性、可供性,
2021-06-16 10:43:31,1405113803604377600,英伟达逐梦元宇宙,,,1378791755055652864,0.0,0.0,0.0,0.0,元宇宙、创新产品,
2021-06-17 15:55:54,1405554807172218880,再读主权区块链赋能元宇宙的平行世界,,,1378791755055652864,0.0,0.0,0.0,0.0,元宇宙、平行世界,
2021-06-19 01:27:02,1406060925195411712,一家虚拟房地产投资公司在一个由259块土地组成的数字地皮上花费了91.3万美元在Decentraland元宇宙创下了新的平台记录,,,1248061192335003648,0.0,0.0,0.0,0.0,Decentraland、元宇宙、数字地皮、投资,
2021-06-22 06:45:10,1407228147733602304,Metaverse 趋势已明刚获一线基金投资的 Rangers Protocol 潜力何在MixMarvel 孵化的区块链元宇宙基础设施 Rangers Protocol 刚刚以 6300 万美元估值完成融资计划本,,,952756646329049200,0.0,1.0,0.0,1.0,MixMarvel、区块链、元宇宙、融资,
2021-06-22 06:55:02,1407230633349353472,"NFT单月万倍神话元宇宙之门的奥秘是什么 The Past, Present, and Future of NFT by LD_Capital Metaverse CRYPTOPUNK NBATopShot AxieInfinity Read More: ??",,,1026696890304233600,0.0,1.0,0.0,0.0,"NFT单月万倍神话，元宇宙之门的奥秘是什么？ The Past, Present, and Future of NFT by @LD_Capital #Metaverse #CRYPTOPUNK #NBATopShot #AxieInfinity Read More: ??",
2021-06-22 08:00:15,1407247043970621440,元宇宙之门的奥秘纵览 NFT 进化史与发展趋势对于现在 NFT 加密艺术品和收藏品缺乏流动性与实际应用等问题Metaverse 将会是最理想的解决方案,,,952756646329049200,0.0,0.0,0.0,0.0,NFT、加密艺术品、收藏品、元宇宙,
2021-06-22 09:54:04,1407275685513728000,加密元宇宙爆发哪些项目最值得关注,,,1378791755055652864,0.0,0.0,0.0,0.0,项目、关注,
2021-06-22 09:56:52,1407276393751355392,朱嘉明元宇宙和后人类社会,,,1378791755055652864,0.0,0.0,0.0,0.0,元宇宙、后人类社会,
2021-06-22 09:59:35,1407277075594199040,今天我们在NFT领域重提元宇宙概念的意义是什么,,,1378791755055652864,0.0,0.0,0.0,0.0,NFT、概念意义,
2021-06-22 10:22:04,1407282735417282560,论NFT的价值鹅厂为何玩不转元宇宙,,,1378791755055652864,0.0,0.0,0.0,0.0,元宇宙、NFT,
2021-06-22 10:22:39,1407282879533662208,国家建筑师团队清明上河图适合承载元宇宙构想要让人与人之间产生联系,,,1378791755055652864,0.0,0.0,0.0,0.0,清明上河图、元宇宙,
2021-06-22 10:26:43,1407283903434563584,从流行文化到Metaverse元宇宙 深度解析NFT的跨界价值,,,1378791755055652864,0.0,0.0,0.0,0.0,Metaverse、元宇宙、NFT,
2021-06-22 10:41:00,1407287500100575232,元宇宙Metaverse是什么为什么这么火爆,,,1378791755055652864,0.0,0.0,0.0,0.0,火爆、Metaverse,
2021-06-22 10:42:35,1407287898324574208,以太坊元宇宙入门虚拟土地拍卖,,,1378791755055652864,0.0,0.0,0.0,0.0,元宇宙、虚拟土地、拍卖,
2021-06-22 10:43:24,1407288100833820672,NFT一起跃入元宇宙触摸自己的数字化身,,,1378791755055652864,0.0,0.0,0.0,0.0,元宇宙、数字化身、NFT、市场机会、技术创新,
2021-06-23 10:25:45,1407646047938174976,元宇宙数字世界的上帝之死,,,1378791755055652864,0.0,0.0,0.0,0.0,元宇宙、数字世界、发展趋势、概念批判,
2021-06-23 15:42:26,1407725745779130368,互联网和区块链的尽头是元宇宙,,,1378791755055652864,0.0,0.0,0.0,0.0,区块链、元宇宙、发展趋势,
2021-06-24 09:32:36,1407995060952633088,Reddit发行基于以太坊的限量CryptoSnoo NFT元宇宙概念又升温,,,1378791755055652864,0.0,0.0,0.0,0.0,以太坊、CryptoSnooNFT、元宇宙,
2021-06-24 11:09:06,1408019347931643904,社交代币协议 Meta Network 首批元宇宙去中心化应用上线链闻消息社交代币协议 Meta Network 主站瞬正式上线 DApp 版块首批去中心化应用中有 13 个通过内测现已对所有用户开放用户可以,,,952756646329049200,0.0,0.0,0.0,0.0,社交代币、元宇宙、去中心化应用、DApp,
2021-06-24 13:52:48,1408060543789715712,元宇宙雏形游戏Cryptovoxels全攻略改名变装买房创建3D体素模型,,,1378791755055652864,0.0,0.0,0.0,0.0,元宇宙、3D体素模型,
2021-06-25 12:02:51,1408395261605470208,于佳宁元宇宙有望改变每个人的生活方式 进而推动财富形态大跃迁,,,1378791755055652864,0.0,0.0,0.0,0.0,元宇宙、生活方式、财富形态、大跃迁,
2021-06-28 04:57:06,1409375279987015680,比特币的元宇宙,,,1378791755055652864,0.0,0.0,0.0,0.0,元宇宙、虚拟资产,
2021-06-29 06:02:10,1409754045183574016,这款元宇宙可创造的形象超过了地球原子总数,,,1378791755055652864,0.0,0.0,0.0,0.0,创造性、虚拟形象,
2021-07-02 03:42:07,1410805963494510592,元宇宙创造了第三空间我们从中可以获得哪些新体验元宇宙将更多体验嵌入到沉浸式环境中以此扩展了互联网的体验范畴,,,952756646329049200,0.0,2.0,2.0,0.0,第三空间、沉浸式环境,
2021-07-02 06:17:12,1410844990712995840,元宇宙是人类内卷的产物Web3.0时代的元宇宙带来了什么,,,1378791755055652864,0.0,0.0,0.0,0.0,Web3.0、内卷,
2021-07-02 07:31:08,1410863597014732800,NFT又热了关于元宇宙游戏的一些想法,,,1378791755055652864,0.0,0.0,0.0,0.0,游戏、NFT,
2021-07-02 15:05:23,1410977913718124288,NFT元宇宙是下一个投资风口,,,1378791755055652864,0.0,0.0,0.0,0.0,元宇宙、投资风口,
2021-07-05 16:17:51,1412083312399581184,移动互联网的准继承者元宇宙真有不可估量的利润吗,,,1378791755055652864,0.0,0.0,0.0,0.0,元宇宙、移动互联网、利润潜力、市场疑问,
2021-07-06 15:23:05,1412431915387265024,元宇宙历险记,,,1378791755055652864,0.0,0.0,0.0,0.0,历险记、虚拟现实,
2021-07-07 18:44:35,1412845012627431424,多链部署的MNC全球首个NFT 元宇宙大变局,,,1378791755055652864,0.0,0.0,0.0,0.0,NFT、元宇宙、多链部署,
2021-07-08 20:33:33,1413234822890274816,元宇宙概念区块链游戏 Axie Infinity 介绍,,,1378791755055652864,0.0,0.0,1.0,0.0,元宇宙、区块链游戏,
2021-07-08 20:35:54,1413235417646776320,元宇宙后互联网时代的新纪元,,,1378791755055652864,0.0,0.0,0.0,0.0,元宇宙、后互联网,
2021-07-08 20:39:17,1413236266909511680,韩国掀起元宇宙投资热潮三星和KB资产管理公司推出元宇宙基金,,,1378791755055652864,0.0,0.0,0.0,0.0,元宇宙、三星、KB资产管理公司、投资、元宇宙基金,
2021-07-10 15:30:55,1413883442266349568,Decentraland元宇宙虚拟领地的探索者,,,1378791755055652864,0.0,0.0,0.0,0.0,元宇宙、虚拟领地,
2021-07-12 07:58:44,1414494418569158912,汪昭然构建元宇宙和理论基础让深度强化学习从虚拟走进现实,,,3395027201,0.0,0.0,1.0,0.0,元宇宙、深度强化学习,
2021-07-14 00:11:09,1415101525869858816,数字艺术的殿堂和冉冉升起的虚拟文明元宇宙的想象力究竟在哪当精神被现实生活填满时人们就需要寻找虚拟世界来寄托,,,952756646329049200,0.0,0.0,0.0,0.0,数字艺术、虚拟文明,
2021-07-14 07:00:11,1415204461660811264,数字文明的栖居地元宇宙是昙花一现还是社会发展的必然从技术基础价值链发展契机和应用场景等角度读懂元宇宙,,,952756646329049200,0.0,0.0,1.0,0.0,技术基础、价值链、发展契机、应用场景,
2021-07-14 18:33:08,1415378849588727808,Ops 社交元宇宙官宣解锁全新社交模式,,,1378791755055652864,0.0,0.0,0.0,0.0,社交元宇宙、社交模式,
2021-07-14 18:36:00,1415379568119193600,元宇宙是昙花一现还是数字化生存的新栖居,,,1378791755055652864,0.0,0.0,0.0,0.0,元宇宙、数字化生存,
2021-07-16 07:43:20,1415940095555760128,"NonFungible发布第二季度NFT报告报告指出第二季度NFT成交额为7.54亿美元环比增长48活跃地址数量为177,048个环比增长39买家和卖家数量分别环比增长38和25 这仅仅只是开始相信下半年NFT 和 元宇宙 会继续走红交易额会不断再创新高",,,1298455081193320453,0.0,1.0,0.0,0.0,"NonFungible发布第二季度NFT报告，报告指出，第二季度NFT成交额为7.54亿美元，环比增长48%。活跃地址数量为177,048个，环比增长39%。买家和卖家数量分别环比增长38%和25%。 这仅仅只是开始，相信下半年，#NFT 和 #元宇宙 会继续走红，交易额会不断再创新高！",
2021-07-16 10:19:15,1415979335220187136,ChainIDE 与多家资本联合设立产业基金投资全球开发者生态项目链闻消息区块链开发团队纯白矩阵旗下 ChainIDE 宣布与 Aamp;T Capital Hashkey Capital 以及元宇宙资本共同成立 Cha,,,952756646329049200,0.0,0.0,1.0,0.0,产业基金、投资、开发者生态项目、A&TCapital、HashkeyCapital、元宇宙资本、区块链,
2021-07-17 14:10:47,1416399990474350592,论物理学家详细解析漫威多元宇宙的科学依据洛基(Loki)单行剧中的时间线分支和多时空并存概念究竟有没有科学理论基础漫威电影铺陈多年的多元宇宙将会如何开展和呈现雷神,,,767144354,0.0,0.0,2.0,0.0,多元宇宙、洛基、时间线分支、科学理论,
2021-07-18 09:45:21,1416695580454174720,未来已悄然而至 深度解读元宇宙 Decentraland,,,1378791755055652864,0.0,0.0,0.0,0.0,元宇宙、深度解读,
2021-07-19 02:36:03,1416949928920850432,南华早报将参与 Sandbox 元宇宙 - 7 月 19 日消息南华早报将与游戏工作室和创作者合作其专门的视觉图形画廊将在 Sandbox 中以全新的互动游戏和体验进行展示重现香港和中国大陆的现代和历史地点和文物包括把香港的过去和现在结合到 Sandbox 的元宇,,,2836049515,0.0,0.0,0.0,0.0,Sandbox、元宇宙、视觉图形画廊、互动游戏、香港、中国大陆,
2021-07-19 08:12:03,1417034485300879360,元宇宙价值指数下跌至 147.04 - 金色财经报道据同伴客数据显示7 月 19 日元宇宙价值指数为 147.04较前日下降 10.21 构成元宇宙价值指数成分的上市企业或 NFT 平台皆为目前在虚拟经济领域表现出巨大市场价值和未来潜力的头部机构该指数能够有效反映元宇,,,2836049515,0.0,0.0,0.0,0.0,元宇宙、元宇宙价值指数、虚拟经济、NFT平台,
2021-07-19 11:13:07,1417080051737239552,一文概览元宇宙概念应用特点及发展趋势目前元宇宙仍在概念阶段需要继续完善相关基础设施尝试全新投资模式推动线上聚会加强元宇宙间的流通性,,,952756646329049200,0.0,0.0,0.0,0.0,投资模式、线上聚会、流通性,
2021-07-19 17:24:47,1417173588491358208,NFT来势汹汹 如何与元宇宙产生梦幻联动,,,1378791755055652864,0.0,0.0,0.0,0.0,元宇宙、虚拟资产、梦幻联动,
2021-07-19 17:25:54,1417173867978792960,元宇宙分析报告一个真正的元宇宙产品 应具备八大要素,,,1378791755055652864,0.0,0.0,0.0,0.0,分析报告、元宇宙产品,
2021-07-21 06:21:09,1417731353299333120,从基础设施到应用体验梳理元宇宙价值链元宇宙将是一个由创作者驱动构建在去中心化基础上的公平市场,,,952756646329049200,0.0,0.0,0.0,0.0,去中心化、创作者驱动、公平市场,
2021-07-21 06:30:16,1417733646178455552,"NFT 平台 721Land 发布测试版本正式版预计将于 9 月上线链闻消息NFT 平台 721Land 于 7 月 21 日在上海举办Hello, Metaverse线下分享会就元宇宙的跨界投资及基础设施等",,,952756646329049200,0.0,0.0,2.0,0.0,"【NFT 平台 721Land 发布测试版本，正式版预计将于 9 月上线】链闻消息，NFT 平台 721Land 于 7 月 21 日在上海举办「Hello, Metaverse」线下分享会，就元宇宙的跨界，投资及基础设施等……",
2021-07-21 09:04:03,1417772350213341184,元宇宙价值指数持续下跌至 139.65 - 金色财经报道据同伴客数据显示7 月 21 日元宇宙价值指数为 139.65较前日下降 5.03 构成元宇宙价值指数成分的上市企业或 NFT 平台皆为目前在虚拟经济领域表现出巨大市场价值和未来潜力的头部机构该指数能够有效反映元,,,2836049515,0.0,0.0,0.0,0.0,金色财经、同伴客、元宇宙、NFT平台,
2021-07-21 10:05:50,1417787898712059904,据同伴客数据显示7月21日 元宇宙 价值指数为139.65较前日下降5.03大盘起来了资金和目光自然会聚焦到主流上任何行业都离不开真香效应,,,1298455081193320453,0.0,0.0,0.0,0.0,元宇宙、价值指数,
2021-07-21 19:21:43,1417927789978824704,一文看懂元宇宙NFT以及游戏的关系,,,1378791755055652864,0.0,0.0,0.0,0.0,NFT、游戏,
2021-07-21 19:26:05,1417928887590326272,元宇宙生态全景梳理 哪7层基本要素构成元宇宙,,,1378791755055652864,0.0,0.0,0.0,0.0,元宇宙、生态要素,
2021-07-22 09:37:03,1418143041018343424,元宇宙价值指数持续上升至 185.38 - 金色财经报道据同伴客数据显示7 月 22 日元宇宙价值指数为 139.65较前日上升 45.73 构成元宇宙价值指数成分的上市企业或 NFT 平台皆为目前在虚拟经济领域表现出巨大市场价值和未来潜力的头部机构该指数能够有效反映,,,2836049515,0.0,0.0,0.0,0.0,同伴客、元宇宙、元宇宙价值指数、上市企业、NFT平台,
2021-07-22 10:45:16,1418160207478337536,Deri Protocol 创建创新区即将在 Polygon 网络上线 AXSUSDT 永续合约链闻消息去中心化衍生品交易协议 Deri Protocol DERI宣布为元宇宙相关代币和 DeFi 一篮子指数创建,,,952756646329049200,0.0,0.0,0.0,0.0,Polygon、AXSUSDT永续合约、去中心化衍生品交易、元宇宙、DeFi一篮子指数,
2021-07-22 10:51:15,1418161712566398976,加密艺术游戏元宇宙一览 NFT 市场全景图数字艺术仅仅是个开始从加密猫到抵押贷款再到元宇宙中的数字土地NFT 生态系统可以提供很多东西,,,952756646329049200,0.0,0.0,1.0,0.0,游戏、元宇宙、NFT、数字艺术、加密猫、数字土地,
2021-07-23 00:06:12,1418361771769929728,一文梳理元宇宙NFT 与游戏的协同关系它们如何共生游戏是当前元宇宙与 NFT 结合的最佳方式,,,952756646329049200,0.0,0.0,0.0,0.0,NFT、游戏,
2021-07-23 03:57:03,1418419864511860736,扎克伯格Facebook 未来将努力建设元宇宙 - Facebook 首席执行官马克扎克伯格 (Mark Zuckerberg) 最近向他的员工介绍了一项雄心勃勃的新计划 该公司的未来将远远超出其当前构建一组互联社交应用程序和一些支持它们的硬件的项目 相反他说 Face,,,2836049515,0.0,1.0,0.0,0.0,马克·扎克伯格、元宇宙,
2021-07-23 06:26:28,1418457466644295680,扎克伯格Facebook未来将努力建设元宇宙大家的眼光永远聚焦于热点2021年币圈最吸金的三大板块 1DeFi 2NFT 3元宇宙,,,1298455081193320453,0.0,0.0,1.0,0.0,Facebook、元宇宙、DeFi、NFT,
2021-07-23 06:39:09,1418460660703408128,一览元宇宙热门项目应用场景与经济系统RobloxAxie 与 Decentraland 等投资创作和游戏是元宇宙项目应用场景的基本逻辑也是用户参与元宇宙赛道的方式,,,952756646329049200,0.0,1.0,3.0,0.0,Axie、Decentraland、元宇宙、投资、游戏,
2021-07-23 07:10:07,1418468450213711872,"共话元宇宙的梦想与现实 Hello, Metaverse721Land 分享会精选回顾万向区块链肖风721Land 创始人 Vicky启明创投 VP 唐弈等围绕元宇宙跨界投资及基础设施等相关问题展开讨论",,,952756646329049200,0.0,0.0,0.0,0.0,"【共话元宇宙的梦想与现实 |「Hello, Metaverse」721Land 分享会精选回顾】万向区块链肖风、721Land 创始人 Vicky、启明创投 VP 唐弈等围绕元宇宙跨界，投资及基础设施等相关问题展开讨论。",
2021-07-23 08:37:03,1418490330450628608,元宇宙价值指数持续上升至 214.33 - 金色财经报道据同伴客数据显示7 月 23 日元宇宙价值指数为 214.33较前日上升 28.95 构成元宇宙价值指数成分的上市企业或 NFT 平台皆为目前在虚拟经济领域表现出巨大市场价值和未来潜力的头部机构该指数能够有效反映,,,2836049515,0.0,0.0,0.0,0.0,金色财经、同伴客、元宇宙价值指数、NFT平台,
2021-07-23 08:48:01,1418493090826907648,据同伴客数据显示7月23日 元宇宙 价值指数为214.33较前日上升28.95该价值指数的初始值为100 该价值指数近几个月来一直上涨说明了该领域未来前景一片大好NFT,,,1298455081193320453,0.0,0.0,0.0,0.0,元宇宙、NFT、价值指数、市场趋势,
2021-07-23 09:05:05,1418497385941004288,新潮元宇宙游戏 Alien Worlds 每天有超过20万名用户在Alien Worlds的星球间遨游,,,1400005167525793793,0.0,0.0,1.0,0.0,AlienWorlds、元宇宙、用户增长,
2021-07-23 10:29:34,1418518643604918272,当我们谈论元宇宙时我们在谈论什么,,,1378791755055652864,0.0,0.0,0.0,0.0,元宇宙、概念讨论,
2021-07-23 10:31:56,1418519241674960896,元宇宙参与途径与知名项目一览,,,1378791755055652864,0.0,0.0,0.0,0.0,元宇宙、参与途径、知名项目,
2021-07-23 10:33:47,1418519704944234496,DeFi日报 元宇宙价值指数持续上升,,,1378791755055652864,0.0,0.0,0.0,0.0,价值指数、DeFi,
2021-07-23 10:37:40,1418520683584409600,人类的征途不仅是星辰大海还有链上元宇宙,,,1378791755055652864,0.0,0.0,0.0,0.0,链上、人类征途,
2021-07-23 12:04:26,1418542518539522048,扎克伯格论元宇宙继移动互联网后的下个篇章,,,1378791755055652864,0.0,0.0,0.0,0.0,元宇宙、移动互联网、技术演进、市场前景,
2021-07-24 05:54:32,1418811818181644288,探索元宇宙的前世今生 你会拒绝一个有无限可能的传送门吗,,,1378791755055652864,0.0,0.0,0.0,0.0,元宇宙、无限可能、传送门,
2021-07-24 05:56:10,1418812227751235584,逆势崛起的AXIE 掀起新的ETH元宇宙模式,,,1378791755055652864,0.0,0.0,0.0,0.0,ETH元宇宙模式、元宇宙,
2021-07-24 06:25:07,1418819517128626176,Metaverse AI 完成数百万美元种子轮融资建设元宇宙数字孪生引擎与 5G 虚拟偶像链闻消息虚拟元宇宙全栈技术公司 Metaverse AI 完成数百万美元种子轮融资 Protocol Labs Filec,,,952756646329049200,0.0,0.0,0.0,0.0,种子轮融资、元宇宙、数字孪生引擎、5G虚拟偶像,
2021-07-24 07:47:03,1418840135500697600,Metaverse AI 完成数百万美元种子轮融资Polygon 等参投 - 7 月 24 日虚拟元宇宙全栈技术公司 Metaverse AI 完成数百万美元种子轮融资Protocol LabsFilecoinCluster CapitalAlphabit Digi,,,2836049515,0.0,0.0,0.0,0.0,Polygon、种子轮融资、ProtocolLabs、Filecoin、ClusterCapital、AlphabitDigi、元宇宙,
2021-07-25 06:17:17,1419179931624525824,Facebook将过渡成元宇宙公司以太坊2.0可以实现每秒10万笔交 以太坊 ETH,,,1298459626690641920,1.0,0.0,0.0,0.0,Facebook、元宇宙、以太坊、ETH、每秒10万笔交易,
2021-07-25 15:24:38,1419317676711632896,Santiment数据显示以太坊 十大非交易所鲸鱼正在增加他们的持仓本周该群体持仓达2130万枚ETH创5年新高与此同时排名前十的交易所鲸鱼的ETH持仓最近跌至466万枚这是2015年ETH推出以来的最低水平 这能反映出巨鲸们将注意力都放在了 元宇宙 等板块上使资金的利用率最大化,,,1298455081193320453,0.0,0.0,0.0,0.0,Santiment、非交易所鲸鱼、交易所鲸鱼、持仓新高、元宇宙、ETH持仓变化,
2021-07-25 16:43:05,1419337417925054464,专访扎克伯格万字解读Facebook为何将转型为元宇宙公司,,,1378791755055652864,0.0,0.0,0.0,0.0,Facebook、元宇宙、公司转型,
2021-07-26 09:24:03,1419589321141665792,元宇宙价值指数大幅上升至 335.24 - 金色财经报道据同伴客数据显示7 月 26 日元宇宙价值指数为 335.24较前日上升 10.66 构成元宇宙价值指数成分的上市企业或 NFT 平台皆为目前在虚拟经济领域表现出巨大市场价值和未来潜力的头部机构该指数能够有效反映,,,2836049515,0.0,0.0,0.0,0.0,金色财经、同伴客、价值指数、上市企业、NFT平台,
